,Total Employees,Tech/No Tech,Tech Role,MH Benefits,Awareness of Company MH Care,Formal MH Discussion,MH Resources,Anonymity,Medical Leave,MH Negative Impact,PH Negative Impact,Telling Coworkers,Telling Supervisors,MH PH Equal,Observed Negative Impact,Previous Employers,PH Potential Employer,MH Potential Employer,MH Identification Career Harm,Negative Impact Coworkers,Sharing w/ Family/Friends,Prev Observed Unsupportive Response,MH Family History,Past Mental Disorder,Current Mental Disorder,Professional Diagnosis,Sought Treatment,MH Interference Treatment,MH Interference No Treatment,Age,Gender,Country,State,Position,Remote
1177,6,1.0,1.0,Yes,I am not sure,No,Yes,Yes,2,Maybe,Maybe,Maybe,Yes,I don't know,No,0,No,No,Yes,Yes,Somewhat open,No,Yes,No,Maybe,Yes,0,Rarely,Often,4,Male,Germany,9,Dev Evangelist/Advocate,Sometimes
1178,3,1.0,1.0,Yes,Yes,No,No,I don't know,5,Yes,Yes,Maybe,Maybe,Yes,No,1,Maybe,Maybe,Maybe,Yes,Somewhat open,Yes,I don't know,Yes,Yes,Yes,1,Sometimes,Often,3,Female,USA,8,Back-end Developer,Always
1179,4,1.0,1.0,Not eligible for coverage / N/A,I am not sure,I don't know,I don't know,I don't know,1,No,No,No,Maybe,Yes,No,0,Maybe,No,Yes,Maybe,Not open at all,No,No,No,No,No,0,Not applicable to me,Not applicable to me,4,Male,USA,2,Supervisor/Team Lead|Front-end Developer,Never
1181,4,1.0,1.0,No,No,No,No,I don't know,4,Yes,Maybe,No,No,I don't know,No,1,Maybe,No,Yes,Yes,Somewhat not open,Yes,Yes,Yes,Yes,Yes,1,Sometimes,Often,2,Female,USA,4,Back-end Developer,Never
1182,4,1.0,1.0,Yes,Yes,Yes,Yes,Yes,2,Maybe,No,Maybe,No,I don't know,No,0,No,No,Yes,Maybe,Neutral,Yes,I don't know,Yes,Yes,Yes,1,Rarely,Often,2,Female,USA,7,Designer|Front-end Developer|Back-end Developer|Supervisor/Team Lead,Sometimes
1183,6,0.0,0.0,No,I am not sure,No,No,I don't know,2,No,No,Yes,Maybe,Yes,No,0,Maybe,No,No,No,Very open,Maybe,Yes,Yes,No,Yes,1,Rarely,Often,3,Male,Germany,9,Back-end Developer|One-person shop,Never
1184,2,1.0,1.0,I don't know,I am not sure,No,No,No,5,Yes,No,Maybe,No,No,No,0,Yes,Maybe,Yes,No,Somewhat not open,No,I don't know,Yes,Maybe,Yes,1,Sometimes,Sometimes,2,Male,Netherlands,9,Back-end Developer,Never
1185,6,1.0,1.0,Yes,No,No,I don't know,I don't know,3,No,No,Yes,Maybe,No,No,1,Maybe,Maybe,No,No,Somewhat open,No,No,No,Yes,Yes,1,Rarely,Often,3,Male,USA,7,Dev Evangelist/Advocate,Always
1186,3,1.0,1.0,Yes,Yes,No,No,I don't know,4,Yes,No,No,No,No,No,1,No,No,Yes,Maybe,Very open,Maybe,Yes,Yes,Yes,Yes,1,Sometimes,Often,4,Male,USA,3,Full track,Sometimes
1187,6,0.0,0.0,Yes,No,Yes,Yes,I don't know,1,No,No,Yes,Yes,Yes,No,0,Maybe,Maybe,Maybe,No,Somewhat open,No,Yes,Yes,Yes,No,1,Rarely,Often,4,Male,USA,6,DevOps/SysAdmin|Support,Sometimes
1188,6,0.0,0.0,No,No,No,No,I don't know,1,No,No,Maybe,Yes,I don't know,No,1,Yes,Maybe,Maybe,No,Somewhat open,No,No,No,No,No,0,Not applicable to me,Not applicable to me,4,Male,Other,9,Back-end Developer,Always
1190,3,1.0,1.0,No,No,No,No,I don't know,4,Yes,Maybe,No,Maybe,I don't know,No,1,Maybe,No,Yes,Yes,Somewhat open,No,Yes,No,No,No,0,Not applicable to me,Not applicable to me,2,Male,Canada,9,Full track,Never
1191,2,0.0,0.0,I don't know,I am not sure,No,No,I don't know,5,Yes,No,Maybe,Maybe,No,No,1,Yes,Maybe,Yes,Yes,Somewhat open,Maybe,No,No,Maybe,No,0,Not applicable to me,Sometimes,3,Male,USA,6,Support|Back-end Developer|Front-end Developer,Never
1192,1,1.0,1.0,No,I am not sure,No,No,I don't know,5,No,Maybe,Maybe,Yes,I don't know,No,1,No,No,Yes,Yes,Somewhat open,Maybe,Yes,No,No,No,0,Not applicable to me,Not applicable to me,4,Female,USA,1,Other,Sometimes
1193,3,1.0,1.0,Yes,Yes,No,No,I don't know,0,Maybe,No,No,Maybe,I don't know,No,1,Yes,No,Yes,Yes,Somewhat open,Yes,No,Yes,Yes,Yes,1,Never,Often,3,Female,USA,6,DevOps/SysAdmin|Back-end Developer|Front-end Developer,Sometimes
1194,3,0.0,0.0,Yes,No,No,Yes,I don't know,4,Maybe,Maybe,Maybe,Yes,I don't know,No,1,Maybe,No,Maybe,Yes,Somewhat not open,Maybe,Yes,Yes,Yes,Yes,1,Rarely,Sometimes,3,Female,USA,2,Other|Back-end Developer|Front-end Developer|Designer,Sometimes
1196,2,1.0,1.0,I don't know,No,Yes,No,Yes,4,Yes,Yes,No,No,No,Yes,1,Maybe,No,Yes,Maybe,Somewhat open,Yes,Yes,Yes,Yes,No,1,Sometimes,Often,2,Female,USA,6,Front-end Developer,Never
1197,4,0.0,0.0,I don't know,Yes,Yes,Yes,I don't know,4,Yes,Maybe,No,Yes,Yes,No,1,Maybe,No,Yes,Yes,Somewhat open,No,Yes,Yes,No,Yes,1,Rarely,Often,4,Male,Other,9,One-person shop|Front-end Developer|Back-end Developer,Sometimes
1198,2,1.0,1.0,I don't know,I am not sure,No,I don't know,I don't know,3,Maybe,No,No,No,No,No,1,Maybe,No,No,No,Somewhat open,I am not sure,I don't know,Yes,Yes,No,0,Not applicable to me,Sometimes,3,Male,USA,6,Front-end Developer|Designer,Never
1199,2,1.0,1.0,I don't know,No,No,I don't know,I don't know,4,Maybe,No,No,Maybe,I don't know,No,1,Maybe,Maybe,Maybe,Yes,Somewhat not open,No,Yes,No,No,No,0,Not applicable to me,Not applicable to me,3,Male,USA,7,DevOps/SysAdmin,Never
1200,4,1.0,1.0,I don't know,I am not sure,No,No,I don't know,2,Maybe,Maybe,Maybe,No,No,No,1,Maybe,No,Yes,Maybe,Somewhat not open,Maybe,No,Maybe,Maybe,No,0,Not applicable to me,Sometimes,3,Male,USA,1,Front-end Developer,Never
1201,2,1.0,1.0,No,No,No,No,I don't know,1,No,No,Maybe,Maybe,Yes,No,1,Maybe,Maybe,No,No,Very open,No,Yes,Yes,No,No,1,Not applicable to me,Not applicable to me,3,Male,UK,9,Supervisor/Team Lead,Always
1202,3,1.0,1.0,Yes,No,No,I don't know,I don't know,5,Maybe,No,No,No,I don't know,No,1,Maybe,Maybe,Maybe,Maybe,Somewhat open,No,Yes,Yes,Yes,Yes,1,Sometimes,Often,2,Female,USA,6,Front-end Developer,Never
1203,3,0.0,0.0,I don't know,No,Yes,Yes,I don't know,4,Maybe,No,Maybe,No,Yes,No,1,Maybe,Maybe,Maybe,Maybe,Somewhat open,No,Yes,No,No,No,0,Not applicable to me,Not applicable to me,2,Male,Other,9,Back-end Developer|DevOps/SysAdmin,Sometimes
1204,6,1.0,1.0,Yes,Yes,I don't know,I don't know,No,2,No,No,Yes,Yes,Yes,No,1,No,No,Maybe,Maybe,Very open,No,Yes,Yes,Yes,Yes,1,Rarely,Often,3,Male,USA,5,DevOps/SysAdmin|Back-end Developer|Front-end Developer,Sometimes
1205,4,1.0,1.0,Yes,No,No,I don't know,Yes,2,No,No,Maybe,Yes,Yes,No,1,Yes,Maybe,No,Maybe,Somewhat open,No,No,No,No,No,0,Not applicable to me,Not applicable to me,3,Male,USA,2,Supervisor/Team Lead,Always
1206,2,0.0,0.0,I don't know,I am not sure,No,No,I don't know,4,Maybe,No,Maybe,Maybe,I don't know,No,1,Maybe,No,Yes,Yes,Somewhat not open,Maybe,I don't know,Maybe,Maybe,No,0,Not applicable to me,Sometimes,3,Male,USA,6,Supervisor/Team Lead|Designer,Never
1207,3,0.0,0.0,I don't know,I am not sure,No,I don't know,I don't know,4,Maybe,No,No,Maybe,I don't know,No,1,Yes,No,Yes,Maybe,Very open,I am not sure,Yes,Yes,Yes,No,1,Never,Often,2,Female,USA,2,Full track,Never
1208,5,1.0,1.0,Yes,Yes,I don't know,I don't know,I don't know,4,Maybe,No,Maybe,Maybe,I don't know,No,1,Maybe,No,Yes,Maybe,Very open,Yes,Yes,Yes,Yes,Yes,1,Sometimes,Sometimes,3,Female,USA,2,Front-end Developer,Sometimes
1209,3,1.0,1.0,I don't know,No,No,No,I don't know,3,No,No,No,No,No,No,1,No,No,Yes,Maybe,Somewhat not open,Yes,No,Yes,Maybe,No,0,Not applicable to me,Sometimes,3,Female,UK,9,Supervisor/Team Lead|Back-end Developer|Front-end Developer,Never
1211,3,1.0,1.0,I don't know,No,No,I don't know,I don't know,0,Maybe,No,No,Maybe,I don't know,No,1,Maybe,No,Yes,Maybe,Very open,I am not sure,Yes,Maybe,Maybe,No,0,Not applicable to me,Often,2,Male,USA,5,DevOps/SysAdmin|Back-end Developer|Front-end Developer,Always
1212,4,1.0,1.0,Yes,I am not sure,I don't know,Yes,No,2,Maybe,Maybe,Maybe,No,I don't know,Yes,1,No,No,Yes,Maybe,Very open,Yes,No,Yes,No,Yes,1,Rarely,Sometimes,2,Female,UK,9,Back-end Developer,Always
1213,3,1.0,1.0,I don't know,No,No,I don't know,I don't know,4,No,No,Maybe,Maybe,I don't know,No,1,Maybe,No,Maybe,No,Somewhat open,Maybe,No,Yes,Yes,No,1,Rarely,Often,2,Male,USA,6,Back-end Developer,Never
1216,6,0.0,0.0,I don't know,No,Yes,Yes,I don't know,2,Maybe,Maybe,No,No,Yes,No,1,No,No,Yes,Yes,Neutral,No,No,No,No,No,0,Not applicable to me,Not applicable to me,3,Male,USA,2,Front-end Developer,Sometimes
1218,5,1.0,1.0,Yes,Yes,No,I don't know,Yes,3,Maybe,Maybe,Maybe,No,No,No,1,No,No,Yes,Maybe,Somewhat open,Yes,I don't know,Yes,Yes,Yes,1,Sometimes,Often,2,Male,USA,2,Front-end Developer,Sometimes
1221,3,1.0,1.0,Yes,Yes,No,No,Yes,3,No,No,Yes,Yes,I don't know,No,1,Maybe,No,No,No,Very open,No,I don't know,Yes,Yes,Yes,1,Never,Not applicable to me,6,Male,USA,1,Dev Evangelist/Advocate|Back-end Developer,Always
1222,2,1.0,1.0,No,I am not sure,No,No,I don't know,3,Maybe,No,No,Maybe,Yes,No,1,Yes,No,Yes,Maybe,Somewhat not open,No,Yes,Maybe,Maybe,Yes,1,Sometimes,Sometimes,2,Male,Germany,9,Back-end Developer,Sometimes
1223,3,1.0,1.0,I don't know,I am not sure,I don't know,I don't know,I don't know,3,No,Maybe,Yes,Yes,Yes,No,1,Yes,Yes,No,No,Very open,No,No,Yes,Yes,Yes,1,Rarely,Often,4,Male,UK,9,Back-end Developer,Sometimes
1224,6,0.0,0.0,Yes,Yes,I don't know,Yes,Yes,3,No,No,Yes,Yes,I don't know,No,1,No,No,No,No,Very open,Maybe,I don't know,Yes,Yes,Yes,1,Never,Rarely,6,Female,USA,3,Back-end Developer,Never
1225,3,1.0,1.0,Yes,Yes,Yes,Yes,Yes,4,No,No,Maybe,Maybe,I don't know,No,1,No,No,No,Maybe,Somewhat open,No,Yes,Maybe,Yes,No,1,Sometimes,Sometimes,4,Male,USA,5,Full track,Always
1226,3,1.0,1.0,Yes,Yes,No,I don't know,I don't know,1,Maybe,No,Maybe,Maybe,Yes,No,1,No,No,Yes,Maybe,Very open,Maybe,Yes,Yes,Yes,Yes,1,Rarely,Often,3,Male,USA,8,Back-end Developer,Sometimes
1227,2,1.0,1.0,Yes,No,No,No,I don't know,2,No,No,Maybe,Maybe,Yes,No,1,No,Maybe,Maybe,No,Somewhat open,Yes,Yes,Yes,Yes,Yes,1,Sometimes,Often,3,Female,USA,6,Front-end Developer|Designer,Always
1228,3,1.0,1.0,No,I am not sure,No,No,I don't know,5,Yes,Yes,No,No,No,No,1,No,No,Yes,Yes,Not open at all,Yes,I don't know,Yes,Yes,No,0,Never,Sometimes,3,Male,USA,1,Back-end Developer,Never
1230,5,1.0,1.0,Not eligible for coverage / N/A,No,Yes,No,I don't know,2,Maybe,Maybe,Maybe,Yes,I don't know,No,1,No,No,Maybe,Maybe,Somewhat not open,No,No,No,Maybe,No,0,Sometimes,Sometimes,4,Male,Other,9,Back-end Developer,Always
1231,4,0.0,0.0,Yes,Yes,No,No,Yes,1,No,No,Yes,Yes,Yes,No,1,Yes,Yes,No,No,Very open,No,Yes,Yes,Yes,Yes,1,Rarely,Often,4,Male,USA,4,Executive Leadership,Sometimes
1232,3,1.0,1.0,Yes,Yes,No,No,Yes,2,Maybe,No,Maybe,Yes,Yes,No,1,Maybe,Maybe,Maybe,Maybe,Somewhat open,No,Yes,No,No,No,0,Not applicable to me,Not applicable to me,2,Male,USA,3,Back-end Developer|Supervisor/Team Lead,Always
1233,4,1.0,1.0,Yes,Yes,No,No,Yes,2,Maybe,Maybe,Maybe,Yes,I don't know,No,1,Maybe,No,Yes,Yes,Very open,Yes,Yes,Yes,Yes,Yes,1,Never,Often,2,Other,USA,4,Dev Evangelist/Advocate,Always
1234,4,1.0,1.0,Yes,Yes,I don't know,Yes,Yes,4,Maybe,Maybe,Maybe,Yes,Yes,No,1,Yes,Maybe,Maybe,No,Somewhat not open,Maybe,Yes,Yes,Yes,Yes,1,Sometimes,Often,3,Male,USA,4,Supervisor/Team Lead|Back-end Developer|Front-end Developer,Always
1235,4,1.0,1.0,Yes,Yes,No,No,I don't know,0,Yes,No,Maybe,Maybe,No,No,1,Maybe,No,Maybe,Yes,Somewhat open,Yes,Yes,Yes,Yes,Yes,1,Sometimes,Often,4,Other,USA,6,Front-end Developer|Designer,Always
1236,3,1.0,1.0,Yes,Yes,No,No,I don't know,3,No,No,No,No,I don't know,No,1,Maybe,No,Maybe,Maybe,Somewhat not open,No,Yes,Yes,Yes,Yes,1,Rarely,Often,3,Female,USA,1,Front-end Developer,Sometimes
1237,3,1.0,1.0,Yes,I am not sure,No,No,I don't know,4,Maybe,No,No,Maybe,I don't know,No,0,Yes,Maybe,Maybe,Yes,Somewhat open,Maybe,Yes,Yes,Yes,Yes,1,Rarely,Sometimes,2,Male,USA,3,Supervisor/Team Lead,Sometimes
1238,6,1.0,1.0,I don't know,I am not sure,No,I don't know,I don't know,0,Maybe,No,Maybe,No,No,No,0,Maybe,No,Yes,Yes,Not applicable to me (I do not have a mental illness),Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,2,Male,USA,7,Back-end Developer,Sometimes
1240,2,1.0,1.0,Not eligible for coverage / N/A,I am not sure,No,No,I don't know,5,Maybe,No,No,No,I don't know,No,1,Maybe,No,Maybe,No,Not open at all,Yes,Yes,Yes,Yes,No,1,Not applicable to me,Sometimes,2,Male,UK,9,Back-end Developer,Sometimes
1241,3,1.0,1.0,Yes,No,No,I don't know,I don't know,1,No,No,Maybe,Yes,Yes,No,1,Maybe,Maybe,Maybe,No,Somewhat open,Maybe,I don't know,No,No,No,0,Not applicable to me,Not applicable to me,3,Male,USA,2,Supervisor/Team Lead,Sometimes
1242,3,1.0,1.0,No,I am not sure,No,No,No,4,Maybe,Maybe,No,No,No,No,1,Yes,No,Maybe,Maybe,Not applicable to me (I do not have a mental illness),I am not sure,I don't know,No,No,No,0,Not applicable to me,Not applicable to me,2,Male,UK,9,Back-end Developer,Never
1243,4,1.0,1.0,No,No,No,No,I don't know,2,Maybe,Maybe,No,No,No,No,1,No,No,Yes,Yes,Not applicable to me (I do not have a mental illness),Maybe,No,Maybe,Maybe,No,0,Not applicable to me,Sometimes,3,Male,Other,9,Supervisor/Team Lead|Back-end Developer,Never
1244,4,1.0,1.0,I don't know,No,No,No,I don't know,1,Maybe,No,Maybe,Maybe,I don't know,No,1,No,No,Yes,Yes,Very open,Yes,No,No,No,No,1,Sometimes,Rarely,3,Male,Germany,9,Back-end Developer|Dev Evangelist/Advocate|Supervisor/Team Lead,Sometimes
1245,4,1.0,1.0,I don't know,I am not sure,No,I don't know,I don't know,0,No,No,Maybe,Maybe,Yes,No,1,Yes,Maybe,Maybe,Maybe,Somewhat open,No,No,No,Maybe,No,0,Not applicable to me,Not applicable to me,4,Male,USA,4,Back-end Developer,Always
1246,2,1.0,1.0,I don't know,No,No,No,Yes,2,Yes,Yes,Yes,Yes,No,No,1,No,No,Yes,Maybe,Somewhat open,Yes,Yes,Yes,Yes,Yes,1,Often,Often,3,Male,UK,9,Other,Never
1249,3,1.0,1.0,Yes,Yes,Yes,Yes,I don't know,0,Maybe,Maybe,Maybe,Maybe,Yes,No,1,Maybe,Maybe,Yes,Yes,Somewhat not open,Maybe,Yes,Maybe,Maybe,No,0,Not applicable to me,Sometimes,2,Male,Canada,9,Full track,Never
1250,6,1.0,1.0,Yes,Yes,No,No,I don't know,1,No,No,Maybe,Maybe,I don't know,No,1,Maybe,Maybe,No,No,Somewhat open,No,No,Yes,Yes,Yes,1,Sometimes,Often,4,Male,USA,5,Back-end Developer,Sometimes
1251,3,1.0,1.0,I don't know,No,No,I don't know,Yes,2,Maybe,Maybe,Maybe,Yes,Yes,No,1,Maybe,Maybe,Maybe,No,Very open,No,Yes,Yes,Yes,Yes,1,Sometimes,Sometimes,4,Female,Netherlands,9,Executive Leadership,Sometimes
1253,4,0.0,0.0,Yes,No,Yes,I don't know,Yes,1,No,No,Maybe,Yes,Yes,No,1,Yes,Maybe,Maybe,No,Somewhat open,No,No,Maybe,Maybe,No,0,Sometimes,Sometimes,4,Male,Other,9,Back-end Developer,Sometimes
1255,2,1.0,1.0,No,No,No,No,I don't know,0,Yes,No,No,No,I don't know,Yes,1,No,No,Yes,Yes,Not applicable to me (I do not have a mental illness),Yes,No,Maybe,Maybe,No,0,Rarely,Rarely,3,Male,UK,9,DevOps/SysAdmin|Support|Back-end Developer|One-person shop|Front-end Developer,Sometimes
1257,6,1.0,1.0,Yes,Yes,No,Yes,I don't know,1,Maybe,No,Maybe,No,I don't know,No,1,Yes,No,Yes,Yes,Somewhat open,No,Yes,Yes,Yes,Yes,1,Rarely,Often,4,Male,Netherlands,9,Executive Leadership,Sometimes
1258,3,0.0,0.0,No,I am not sure,No,No,I don't know,3,No,No,Maybe,Maybe,I don't know,No,1,Maybe,Maybe,Maybe,No,Somewhat not open,I am not sure,I don't know,Yes,Yes,Yes,1,Sometimes,Often,3,Male,Germany,9,DevOps/SysAdmin,Never
1259,4,1.0,1.0,No,I am not sure,No,No,I don't know,5,Maybe,No,Maybe,Maybe,I don't know,No,1,Maybe,No,Yes,Maybe,Somewhat open,Yes,I don't know,Yes,Yes,Yes,1,Sometimes,Often,3,Male,UK,9,Back-end Developer,Never
1260,6,0.0,0.0,I don't know,I am not sure,No,No,No,4,Yes,Maybe,No,No,No,No,0,Maybe,Maybe,Yes,Yes,Somewhat open,Maybe,No,Yes,Maybe,No,0,Sometimes,Sometimes,3,Male,Other,9,DevOps/SysAdmin|Support,Sometimes
1263,2,1.0,1.0,No,No,No,No,I don't know,1,No,No,Maybe,Yes,Yes,No,1,Yes,Yes,Maybe,No,Not applicable to me (I do not have a mental illness),Maybe,Yes,No,No,No,0,Not applicable to me,Not applicable to me,2,Male,USA,6,Dev Evangelist/Advocate|DevOps/SysAdmin|Designer|Front-end Developer|Back-end Developer,Sometimes
1264,6,0.0,0.0,I don't know,I am not sure,No,No,I don't know,5,Yes,No,No,No,No,No,1,Maybe,No,Maybe,Maybe,Somewhat open,I am not sure,Yes,No,No,No,1,Not applicable to me,Not applicable to me,3,Female,USA,2,Other,Sometimes
1266,4,0.0,0.0,Yes,Yes,No,Yes,I don't know,3,No,No,Maybe,Maybe,I don't know,No,1,Yes,No,Maybe,Maybe,Somewhat open,No,Yes,Yes,Yes,Yes,1,Never,Often,3,Male,USA,6,DevOps/SysAdmin|Back-end Developer|Front-end Developer|Designer,Sometimes
1267,1,1.0,1.0,No,I am not sure,No,No,I don't know,1,Maybe,Maybe,No,No,I don't know,Yes,1,No,No,Maybe,No,Neutral,No,No,No,No,No,0,Not applicable to me,Not applicable to me,2,Male,Other,9,Full track,Never
1268,6,1.0,1.0,Not eligible for coverage / N/A,No,I don't know,I don't know,I don't know,1,No,No,Maybe,Maybe,I don't know,No,0,No,No,No,No,Somewhat open,No,No,No,No,No,0,Not applicable to me,Not applicable to me,2,Male,USA,2,Other|DevOps/SysAdmin|Back-end Developer,Sometimes
1269,6,0.0,0.0,Yes,Yes,Yes,No,Yes,4,Maybe,No,Maybe,Yes,No,No,1,Yes,Maybe,Maybe,Maybe,Somewhat open,No,Yes,Maybe,Maybe,No,0,Not applicable to me,Not applicable to me,4,Male,USA,1,Supervisor/Team Lead,Sometimes
1270,2,1.0,1.0,Yes,Yes,Yes,Yes,Yes,1,No,No,Yes,Yes,Yes,No,1,Maybe,No,No,Maybe,Somewhat open,No,Yes,Yes,Yes,Yes,1,Never,Sometimes,3,Female,USA,1,Dev Evangelist/Advocate,Sometimes
1271,3,1.0,1.0,I don't know,No,No,I don't know,I don't know,2,No,No,Maybe,Yes,Yes,No,1,Yes,No,Yes,No,Very open,No,Yes,Yes,Maybe,Yes,1,Often,Often,2,Male,USA,1,Back-end Developer|DevOps/SysAdmin,Sometimes
1273,6,1.0,1.0,Yes,I am not sure,Yes,No,Yes,4,Yes,No,Yes,Yes,No,Yes,1,Yes,No,Maybe,No,Very open,Yes,Yes,Yes,Yes,Yes,1,Sometimes,Often,2,Other,USA,1,DevOps/SysAdmin|Support|Back-end Developer|Front-end Developer,Sometimes
1274,4,1.0,1.0,I don't know,I am not sure,No,I don't know,I don't know,0,No,No,Yes,Yes,I don't know,No,1,No,No,Maybe,No,Somewhat open,No,No,Yes,Yes,Yes,0,Never,Rarely,3,Male,USA,5,Back-end Developer,Sometimes
1275,5,0.0,0.0,Yes,Yes,Yes,Yes,Yes,2,Maybe,No,No,No,Yes,No,1,Yes,No,Yes,Yes,Somewhat open,No,Yes,No,No,No,0,Not applicable to me,Not applicable to me,3,Male,UK,9,Executive Leadership,Sometimes
1278,2,1.0,1.0,No,I am not sure,No,No,I don't know,2,Maybe,Maybe,Yes,Yes,I don't know,No,1,Maybe,Maybe,Maybe,Maybe,Neutral,No,Yes,No,No,No,0,Not applicable to me,Not applicable to me,3,Male,Other,9,Back-end Developer,Sometimes
1279,1,1.0,1.0,Not eligible for coverage / N/A,I am not sure,Yes,Yes,Yes,1,No,No,Yes,Yes,Yes,No,1,Yes,Maybe,Yes,Yes,Somewhat open,Yes,Yes,Yes,Yes,Yes,1,Sometimes,Often,3,Male,UK,9,Supervisor/Team Lead|Back-end Developer|One-person shop,Always
1280,2,1.0,1.0,Not eligible for coverage / N/A,I am not sure,No,No,I don't know,4,Maybe,No,Maybe,Maybe,No,No,1,Yes,No,Yes,No,Very open,Yes,Yes,Yes,Yes,Yes,1,Sometimes,Not applicable to me,4,Male,UK,9,DevOps/SysAdmin,Sometimes
1282,3,0.0,0.0,I don't know,I am not sure,No,No,I don't know,0,Maybe,No,No,Maybe,No,No,1,No,No,Yes,Maybe,Somewhat not open,Maybe,Yes,Yes,No,Yes,1,Rarely,Sometimes,3,Male,USA,3,Full track,Never
1283,6,1.0,1.0,Yes,No,No,I don't know,I don't know,0,No,No,No,No,I don't know,No,1,No,No,Yes,Yes,Somewhat not open,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,3,Male,Canada,9,Front-end Developer,Always
1284,3,1.0,1.0,Yes,No,No,No,I don't know,5,Yes,No,Maybe,No,I don't know,No,1,Yes,No,Yes,Yes,Somewhat not open,Yes,Yes,Yes,Yes,No,1,Not applicable to me,Not applicable to me,3,Male,USA,5,Dev Evangelist/Advocate|DevOps/SysAdmin|Back-end Developer,Sometimes
1285,6,0.0,0.0,Not eligible for coverage / N/A,I am not sure,I don't know,I don't know,I don't know,3,Maybe,Maybe,Maybe,No,I don't know,No,1,Yes,Yes,Maybe,Maybe,Very open,Yes,I don't know,No,Maybe,No,1,Not applicable to me,Not applicable to me,3,Male,USA,5,Other,Never
1286,6,0.0,0.0,Yes,Yes,No,No,Yes,4,Yes,Yes,No,No,No,No,1,No,No,Yes,Yes,Somewhat open,Yes,Yes,Yes,Yes,Yes,1,Sometimes,Often,3,Female,USA,2,Supervisor/Team Lead|Front-end Developer|Designer,Sometimes
1287,3,0.0,0.0,No,No,No,No,Yes,0,No,No,Yes,Yes,Yes,No,1,Maybe,Maybe,Yes,No,Somewhat open,No,No,No,No,No,0,Sometimes,Often,2,Male,Germany,9,Back-end Developer,Never
1289,2,1.0,1.0,No,I am not sure,No,No,I don't know,0,Maybe,Maybe,No,No,No,No,1,Yes,Yes,Maybe,Maybe,Somewhat open,No,No,No,No,No,0,Not applicable to me,Not applicable to me,3,Male,USA,8,Support|Front-end Developer|Back-end Developer,Sometimes
1290,6,1.0,1.0,Yes,Yes,No,I don't know,I don't know,5,Maybe,No,Maybe,No,No,No,1,Maybe,No,Maybe,Maybe,Very open,No,Yes,Yes,Yes,Yes,1,Sometimes,Often,3,Female,USA,1,Other|Supervisor/Team Lead,Always
1291,3,1.0,1.0,Yes,No,Yes,No,Yes,1,No,No,Maybe,Yes,Yes,No,1,Maybe,No,Yes,Maybe,Somewhat not open,Maybe,Yes,Yes,Yes,Yes,1,Rarely,Sometimes,3,Male,USA,5,Back-end Developer,Sometimes
1292,2,1.0,1.0,Not eligible for coverage / N/A,I am not sure,No,No,I don't know,3,Maybe,No,Maybe,No,I don't know,No,0,Maybe,No,Yes,No,Somewhat not open,I am not sure,I don't know,Maybe,Maybe,No,0,Not applicable to me,Sometimes,2,Other,Canada,9,Back-end Developer,Never
1294,6,1.0,1.0,I don't know,No,No,No,I don't know,4,Maybe,Maybe,No,No,I don't know,No,1,Maybe,No,Maybe,Maybe,Not open at all,Maybe,Yes,Yes,Maybe,Yes,1,Sometimes,Often,5,Female,USA,1,Other,Sometimes
1295,1,0.0,0.0,No,No,No,No,No,5,Yes,Yes,No,No,I don't know,No,0,No,No,Yes,Yes,Not open at all,No,Yes,No,Yes,No,0,Often,Often,2,Male,USA,1,Sales,Never
1296,4,1.0,1.0,Yes,Yes,No,No,I don't know,2,Maybe,No,No,Maybe,I don't know,No,1,No,No,Maybe,Maybe,Somewhat open,Maybe,I don't know,Maybe,Maybe,No,1,Sometimes,Not applicable to me,4,Male,Other,9,Executive Leadership,Sometimes
1297,3,1.0,1.0,No,No,No,No,I don't know,2,No,No,Maybe,No,I don't know,No,1,No,No,Maybe,Maybe,Neutral,No,No,No,Maybe,No,0,Sometimes,Sometimes,3,Male,Germany,9,DevOps/SysAdmin,Sometimes
1298,4,1.0,1.0,Yes,Yes,Yes,Yes,Yes,1,No,No,No,Maybe,Yes,No,1,Maybe,No,Yes,Yes,Somewhat not open,Maybe,Yes,Yes,Yes,Yes,1,Rarely,Often,3,Male,USA,4,Back-end Developer,Sometimes
1300,2,1.0,1.0,Yes,No,Yes,I don't know,Yes,2,No,No,Yes,Yes,I don't know,No,1,Maybe,Maybe,Maybe,No,Very open,No,Yes,Maybe,Yes,No,0,Rarely,Rarely,3,Male,Netherlands,9,Back-end Developer,Never
1302,2,1.0,1.0,Yes,I am not sure,No,No,I don't know,0,Maybe,No,No,No,I don't know,No,1,Maybe,No,Yes,Yes,Somewhat open,No,Yes,Yes,Yes,Yes,1,Rarely,Often,2,Male,USA,5,Front-end Developer,Sometimes
1303,1,0.0,0.0,No,I am not sure,No,I don't know,No,5,Yes,Maybe,No,No,No,No,1,No,No,Yes,Yes,Somewhat not open,Yes,Yes,Yes,Yes,Yes,1,Rarely,Often,3,Female,USA,4,Support,Sometimes
